//dist, ballAng, tarAng, coll, obstAng, spin, for0, for1
 105.101, -0.444, 0.123, 316.810, -2.112, -0.035, 0.626, -0.037
 108.257, -0.418, 0.141, 319.736, -2.068, -0.044, 0.588, -0.029
 111.399, -0.382, 0.158, 322.573, -2.016, -0.052, 0.542, -0.018
 114.526, -0.336, 0.173, 325.254, -1.956, -0.060, 0.509, 0.015
 117.645, -0.283, 0.187, 327.759, -1.890, -0.066, 0.462, 0.056
 120.828, -0.226, 0.199, 330.043, -1.821, -0.068, 0.465, 0.103
 124.040, -0.166, 0.209, 332.087, -1.752, -0.069, 0.473, 0.162
 127.247, -0.105, 0.217, 333.879, -1.684, -0.068, 0.470, 0.241
 130.377, -0.044, 0.224, 335.419, -1.618, -0.066, 0.465, 0.327
 133.383, 0.013, 0.228, 336.684, -1.557, -0.061, 0.467, 0.406
 136.269, 0.066, 0.231, 337.699, -1.502, -0.055, 0.498, 0.419
 139.018, 0.116, 0.233, 338.399, -1.451, -0.051, 0.511, 0.417
 141.578, 0.167, 0.232, 338.792, -1.402, -0.049, 0.477, 0.417
 143.964, 0.216, 0.231, 338.936, -1.355, -0.047, 0.431, 0.419
 146.248, 0.263, 0.228, 338.789, -1.312, -0.043, 0.373, 0.402
 148.524, 0.305, 0.223, 338.335, -1.276, -0.036, 0.320, 0.434
 150.846, 0.341, 0.217, 337.557, -1.246, -0.029, 0.311, 0.470
 153.179, 0.370, 0.210, 336.623, -1.225, -0.021, 0.301, 0.503
 155.506, 0.391, 0.203, 335.562, -1.212, -0.013, 0.291, 0.531
 157.854, 0.405, 0.195, 334.338, -1.207, -0.005, 0.280, 0.551
 160.198, 0.412, 0.187, 332.976, -1.209, 0.002, 0.268, 0.563
 162.539, 0.412, 0.178, 331.464, -1.219, 0.010, 0.255, 0.567
 164.835, 0.406, 0.169, 329.853, -1.235, 0.016, 0.242, 0.563
 167.075, 0.392, 0.160, 328.218, -1.259, 0.023, 0.230, 0.551
 169.236, 0.372, 0.152, 326.603, -1.289, 0.030, 0.217, 0.533
 171.318, 0.344, 0.143, 325.052, -1.326, 0.037, 0.257, 0.529
 173.315, 0.312, 0.136, 323.549, -1.367, 0.041, 0.303, 0.523
 175.178, 0.278, 0.128, 322.136, -1.409, 0.043, 0.352, 0.513
 176.852, 0.243, 0.122, 320.883, -1.451, 0.042, 0.402, 0.523
 178.299, 0.209, 0.116, 319.817, -1.492, 0.041, 0.443, 0.541
 179.516, 0.176, 0.111, 318.888, -1.531, 0.039, 0.462, 0.538
 180.515, 0.144, 0.107, 318.116, -1.569, 0.037, 0.484, 0.533
 181.306, 0.114, 0.103, 317.549, -1.603, 0.035, 0.532, 0.547
 181.871, 0.085, 0.101, 317.211, -1.636, 0.032, 0.582, 0.559
 182.207, 0.058, 0.099, 317.016, -1.666, 0.031, 0.632, 0.569
 182.317, 0.032, 0.097, 316.960, -1.695, 0.029, 0.683, 0.577
 182.203, 0.007, 0.096, 317.090, -1.722, 0.027, 0.735, 0.584
 181.868, -0.017, 0.096, 317.382, -1.747, 0.025, 0.750, 0.540
 181.346, -0.038, 0.097, 317.866, -1.769, 0.022, 0.750, 0.488
 180.699, -0.055, 0.098, 318.553, -1.785, 0.016, 0.750, 0.451
 179.977, -0.066, 0.101, 319.525, -1.795, 0.009, 0.750, 0.428
 179.183, -0.070, 0.104, 320.692, -1.797, 0.002, 0.750, 0.416
 178.316, -0.067, 0.108, 321.959, -1.791, -0.006, 0.720, 0.418
 177.365, -0.058, 0.112, 323.330, -1.778, -0.013, 0.686, 0.431
 176.330, -0.042, 0.117, 324.777, -1.759, -0.019, 0.656, 0.457
 175.174, -0.022, 0.122, 326.218, -1.735, -0.024, 0.632, 0.496
 173.865, 0.001, 0.126, 327.613, -1.709, -0.026, 0.619, 0.543
 172.385, 0.024, 0.131, 328.950, -1.683, -0.026, 0.616, 0.532
 170.745, 0.046, 0.134, 330.212, -1.658, -0.025, 0.617, 0.521
 168.960, 0.068, 0.138, 327.301, -0.064, -0.024, 0.638, 0.553
 167.031, 0.090, 0.140, 319.283, -0.041, -0.023, 0.608, 0.549
 164.987, 0.110, 0.142, 311.158, -0.019, -0.021, 0.582, 0.547
 162.880, 0.129, 0.143, 302.980, -0.001, -0.018, 0.560, 0.545
 160.751, 0.145, 0.143, 294.788, 0.014, -0.015, 0.542, 0.544
 158.620, 0.158, 0.143, 286.608, 0.025, -0.011, 0.523, 0.539
 156.511, 0.169, 0.141, 278.456, 0.033, -0.008, 0.508, 0.536
 154.430, 0.177, 0.139, 270.344, 0.038, -0.005, 0.496, 0.535
 152.372, 0.183, 0.137, 262.271, 0.040, -0.002, 0.488, 0.535
 150.344, 0.186, 0.134, 254.244, 0.039, 0.001, 0.483, 0.537
 148.338, 0.187, 0.130, 246.253, 0.035, 0.004, 0.482, 0.541
 146.398, 0.186, 0.127, 238.351, 0.029, 0.006, 0.484, 0.546
 144.518, 0.183, 0.123, 230.529, 0.021, 0.008, 0.488, 0.551
 142.690, 0.179, 0.119, 222.774, 0.012, 0.009, 0.493, 0.558
 140.867, 0.175, 0.114, 215.049, 0.002, 0.010, 0.500, 0.565
 139.013, 0.169, 0.110, 207.321, -0.010, 0.011, 0.508, 0.572
 137.107, 0.163, 0.106, 199.576, -0.021, 0.012, 0.517, 0.580
 135.126, 0.156, 0.103, 191.797, -0.033, 0.012, 0.527, 0.587
 133.067, 0.149, 0.099, 183.980, -0.045, 0.012, 0.537, 0.593
 130.928, 0.142, 0.096, 176.115, -0.057, 0.011, 0.547, 0.599
 128.659, 0.136, 0.093, 168.151, -0.067, 0.011, 0.556, 0.605
 126.225, 0.129, 0.090, 160.058, -0.078, 0.011, 0.565, 0.611
 123.645, 0.123, 0.087, 151.861, -0.089, 0.011, 0.452, 0.482
 121.063, 0.117, 0.085, 143.700, -0.099, 0.010, 0.357, 0.420
 118.624, 0.111, 0.083, 135.743, -0.108, 0.009, 0.358, 0.428
 108.394, 0.116, 0.066, 127.989, -0.118, 0.010, 0.340, 0.473
 98.022, 0.122, 0.048, 120.429, -0.128, 0.010, 0.317, 0.531
 87.867, 0.128, 0.028, 113.051, -0.141, 0.012, 0.293, 0.600
 77.890, 0.133, 0.005, 105.814, -0.157, 0.017, 0.245, 0.645
 68.039, 0.133, -0.020, 98.662, -0.180, 0.023, 0.150, 0.517
 58.361, 0.132, -0.048, 91.638, -0.209, 0.028, 0.032, 0.362
 48.955, 0.132, -0.080, 84.834, -0.238, 0.030, -0.087, 0.310
 39.872, 0.138, -0.117, 78.296, -0.268, 0.030, -0.030, 0.294
 31.132, 0.150, -0.160, 72.036, -0.297, 0.029, 0.012, 0.225
 22.768, 0.171, -0.211, 66.050, -0.326, 0.029, 0.030, 0.170
 21.621, 0.178, -0.249, 60.384, -0.355, 0.029, -0.012, 0.179
 27.225, 0.160, -0.263, 55.061, -0.384, 0.029, -0.028, 0.231
 32.987, 0.138, -0.272, 50.031, -0.413, 0.029, -0.040, 0.316
 35.844, 0.137, -0.304, 45.273, -0.442, 0.029, -0.080, 0.433
 30.103, 0.215, -0.423, 40.719, -0.476, 0.033, -0.154, 0.548
 25.380, 0.301, -0.557, 36.275, -0.516, 0.041, -0.228, 0.715
 23.307, 0.382, -0.695, 31.925, -0.566, 0.050, -0.286, 0.750
 28.332, 0.406, -0.789, 27.709, -0.626, 0.060, -0.287, 0.750
 33.617, 0.405, -0.868, 23.643, -0.696, 0.069, -0.257, 0.750
 39.036, 0.382, -0.935, 19.762, -0.774, 0.079, -0.194, 0.750
 44.510, 0.340, -0.991, 16.090, -0.862, 0.088, -0.112, 0.750
 49.989, 0.280, -1.038, 12.633, -0.959, 0.096, -0.022, 0.750
 55.750, 0.181, -1.066, 10.619, -1.074, 0.116, 0.136, 0.718
 61.926, 0.042, -1.076, 10.349, -1.213, 0.139, 0.382, 0.582
 67.947, -0.094, -1.087, 9.868, -1.350, 0.137, 0.475, 0.530
 73.831, -0.224, -1.099, 9.279, -1.480, 0.130, 0.410, 0.436
 79.614, -0.347, -1.111, 8.721, -1.604, 0.124, 0.429, 0.351
 85.428, -0.463, -1.120, 8.432, -1.719, 0.115, 0.465, 0.312
 91.274, -0.571, -1.128, 8.339, -1.824, 0.106, 0.507, 0.346
 97.179, -0.671, -1.135, 8.485, -1.920, 0.096, 0.566, 0.383
 103.361, -0.749, -1.135, 9.723, -1.987, 0.066, 0.649, 0.496
 109.711, -0.805, -1.129, 12.055, -2.025, 0.038, 0.684, 0.603
 458.119, -0.929, -0.641, 310.869, 1.571, -0.454, 0.750, 0.750
 458.041, -0.930, -0.641, 310.874, 1.571, 0.000, 0.750, -0.000
 457.845, -0.927, -0.641, 310.896, 1.573, -0.003, 0.750, 0.020
 457.546, -0.921, -0.640, 310.945, 1.580, -0.007, 0.750, 0.049
 457.154, -0.912, -0.639, 310.993, 1.591, -0.010, 0.750, 0.068
 456.659, -0.900, -0.638, 311.052, 1.604, -0.013, 0.750, 0.085
 456.062, -0.885, -0.637, 311.107, 1.620, -0.016, 0.750, 0.097
 455.331, -0.868, -0.635, 311.195, 1.638, -0.018, 0.750, 0.107
 454.447, -0.851, -0.633, 311.317, 1.658, -0.020, 0.750, 0.110
 453.449, -0.832, -0.631, 311.430, 1.679, -0.021, 0.750, 0.113
 452.357, -0.811, -0.628, 311.540, 1.703, -0.024, 0.750, 0.122
 451.157, -0.786, -0.625, 311.678, 1.730, -0.027, 0.750, 0.132
 449.790, -0.759, -0.622, 311.910, 1.760, -0.030, 0.745, 0.138
 448.270, -0.731, -0.619, 312.195, 1.792, -0.032, 0.715, 0.140
 446.576, -0.701, -0.615, 312.561, 1.826, -0.034, 0.687, 0.140
 444.735, -0.669, -0.611, 312.975, 1.861, -0.035, 0.661, 0.140
 442.748, -0.636, -0.607, 313.456, 1.899, -0.038, 0.636, 0.144
 440.604, -0.599, -0.603, 314.061, 1.940, -0.042, 0.606, 0.159
 438.305, -0.558, -0.598, 314.788, 1.985, -0.045, 0.577, 0.175
 435.788, -0.515, -0.594, 315.704, 2.033, -0.048, 0.560, 0.213
 433.050, -0.470, -0.590, 316.810, 2.082, -0.049, 0.544, 0.254
 430.059, -0.424, -0.585, 318.160, 2.132, -0.050, 0.527, 0.299
 426.847, -0.378, -0.581, 319.727, 2.183, -0.050, 0.494, 0.347
 423.412, -0.332, -0.577, 321.525, 2.233, -0.050, 0.444, 0.399
 419.747, -0.288, -0.573, 323.615, 2.281, -0.048, 0.412, 0.436
 415.886, -0.246, -0.569, 325.948, 2.326, -0.045, 0.353, 0.469
 411.887, -0.209, -0.566, 328.495, 2.367, -0.040, 0.300, 0.537
 407.782, -0.178, -0.563, 331.246, 2.401, -0.034, 0.255, 0.607
 403.593, -0.155, -0.560, 334.193, 2.427, -0.026, 0.222, 0.681
 399.355, -0.139, -0.558, 337.266, 2.444, -0.018, 0.200, 0.750
 395.073, -0.132, -0.556, 340.435, 2.454, -0.009, 0.189, 0.750
 390.743, -0.133, -0.554, 343.696, 2.455, -0.001, 0.190, 0.750
 386.372, -0.141, -0.552, 347.024, 2.449, 0.006, 0.202, 0.718
 381.955, -0.157, -0.551, 350.385, 2.435, 0.014, 0.224, 0.681
 377.463, -0.179, -0.549, 353.813, 2.414, 0.021, 0.256, 0.647
 372.871, -0.207, -0.547, 357.306, 2.388, 0.026, 0.296, 0.616
 368.157, -0.239, -0.544, 360.859, 2.358, 0.030, 0.342, 0.587
 363.306, -0.273, -0.542, 364.477, 2.327, 0.032, 0.391, 0.572
 358.304, -0.309, -0.539, 368.179, 2.294, 0.033, 0.442, 0.584
 353.159, -0.345, -0.536, 371.917, 2.261, 0.033, 0.494, 0.598
 347.921, -0.381, -0.532, 375.615, 2.237, 0.032, 0.546, 0.613
 342.565, -0.417, -0.527, 379.344, 2.216, 0.031, 0.597, 0.625
 337.094, -0.453, -0.521, 383.113, 2.196, 0.031, 0.647, 0.633
 331.497, -0.490, -0.515, 386.954, 2.177, 0.030, 0.697, 0.635
 325.797, -0.527, -0.507, 390.848, 2.159, 0.030, 0.750, 0.637
 320.008, -0.564, -0.499, 394.795, 2.142, 0.029, 0.750, 0.639
 314.162, -0.602, -0.490, 398.768, 2.126, 0.029, 0.750, 0.641
 308.307, -0.640, -0.480, 402.726, 2.111, 0.028, 0.750, 0.644
 302.429, -0.678, -0.468, 406.716, 2.097, 0.027, 0.750, 0.647
 296.529, -0.717, -0.455, 410.766, 2.085, 0.026, 0.750, 0.651
 290.637, -0.756, -0.441, 414.865, 2.073, 0.025, 0.750, 0.632
 284.814, -0.796, -0.426, 418.964, 2.064, 0.024, 0.750, 0.610
 279.065, -0.834, -0.409, 423.099, 2.056, 0.022, 0.750, 0.587
 273.417, -0.871, -0.392, 427.274, 2.052, 0.019, 0.750, 0.561
 267.951, -0.904, -0.372, 431.430, 2.053, 0.014, 0.750, 0.533
 262.692, -0.934, -0.352, 435.573, 2.059, 0.009, 0.750, 0.504
 257.626, -0.958, -0.330, 439.746, 2.071, 0.002, 0.750, 0.473
 252.738, -0.975, -0.307, 443.986, 2.092, -0.005, 0.716, 0.440
 248.016, -0.985, -0.284, 448.316, 2.119, -0.013, 0.669, 0.407
 243.497, -0.990, -0.259, 452.712, 2.154, -0.020, 0.623, 0.372
 239.137, -0.989, -0.235, 457.220, 2.193, -0.025, 0.609, 0.336
 234.944, -0.985, -0.209, 461.824, 2.236, -0.029, 0.600, 0.300
 230.879, -0.978, -0.184, 466.550, 2.281, -0.033, 0.597, 0.263
 226.928, -0.968, -0.159, 471.394, 2.329, -0.036, 0.594, 0.227
 223.104, -0.954, -0.133, 476.322, 2.380, -0.039, 0.592, 0.191
 219.376, -0.938, -0.108, 481.336, 2.432, -0.041, 0.595, 0.157
 215.683, -0.920, -0.083, 486.460, 2.485, -0.043, 0.623, 0.164
 211.969, -0.896, -0.059, 491.731, 2.542, -0.047, 0.653, 0.181
 208.255, -0.868, -0.035, 497.126, 2.602, -0.052, 0.687, 0.200
 204.466, -0.835, -0.011, 502.687, 2.668, -0.057, 0.728, 0.219
 200.591, -0.795, 0.013, 506.163, 1.990, -0.064, 0.750, 0.219
 196.602, -0.750, 0.036, 508.061, 2.072, -0.069, 0.750, 0.198
 192.440, -0.698, 0.059, 510.426, 2.158, -0.075, 0.750, 0.180
 188.140, -0.640, 0.082, 513.199, 2.249, -0.080, 0.750, 0.164
 183.720, -0.577, 0.104, 516.336, 2.345, -0.085, 0.750, 0.148
 179.176, -0.507, 0.125, 519.830, 2.446, -0.091, 0.707, 0.137
 174.514, -0.432, 0.146, 523.643, 2.552, -0.096, 0.558, 0.123
 169.764, -0.355, 0.165, 527.744, 2.656, -0.096, 0.460, 0.099
 165.014, -0.280, 0.184, 532.017, 2.758, -0.094, 0.397, 0.070
 160.344, -0.206, 0.201, 536.350, 2.855, -0.091, 0.404, 0.089
 155.805, -0.133, 0.216, 540.668, 2.949, -0.088, 0.413, 0.183
 151.337, -0.061, 0.228, 545.005, 3.037, -0.084, 0.427, 0.300
 146.892, 0.005, 0.239, 549.376, 3.118, -0.077, 0.436, 0.408
 142.439, 0.066, 0.247, 553.790, -3.093, -0.069, 0.449, 0.396
 137.967, 0.123, 0.254, 558.248, -3.028, -0.063, 0.462, 0.387
 133.435, 0.177, 0.258, 562.775, -2.968, -0.059, 0.450, 0.381
 128.858, 0.230, 0.260, 566.635, 2.060, -0.054, 0.401, 0.378
 124.278, 0.278, 0.260, 567.775, 2.109, -0.049, 0.372, 0.388
 119.709, 0.322, 0.258, 569.192, 2.152, -0.043, 0.370, 0.426
 115.187, 0.363, 0.255, 570.898, 2.188, -0.037, 0.365, 0.469
 110.717, 0.400, 0.249, 572.911, 2.220, -0.031, 0.356, 0.518
 106.275, 0.434, 0.240, 575.177, 2.245, -0.025, 0.344, 0.569
 101.838, 0.464, 0.230, 577.675, 2.265, -0.020, 0.329, 0.624
 97.428, 0.491, 0.217, 580.374, 2.279, -0.014, 0.311, 0.678
 93.028, 0.515, 0.203, 583.241, 2.288, -0.009, 0.290, 0.729
 88.665, 0.533, 0.186, 586.251, 2.290, -0.002, 0.266, 0.750
 84.320, 0.548, 0.167, 589.371, 2.285, 0.005, 0.239, 0.725
 80.015, 0.557, 0.146, 592.589, 2.273, 0.012, 0.209, 0.692
 75.732, 0.561, 0.122, 595.859, 2.254, 0.019, 0.175, 0.658
 71.464, 0.558, 0.098, 599.132, 2.227, 0.027, 0.144, 0.606
 67.237, 0.550, 0.071, 602.404, 2.192, 0.035, 0.155, 0.626
 63.030, 0.536, 0.043, 605.609, 2.150, 0.042, 0.204, 0.657
 58.812, 0.518, 0.013, 608.758, 2.101, 0.048, 0.238, 0.717
 54.466, 0.496, -0.018, 608.264, -1.094, 0.053, 0.188, 0.692
 50.025, 0.471, -0.051, 605.394, -1.151, 0.058, 0.135, 0.656
 45.508, 0.442, -0.086, 602.686, -1.215, 0.063, 0.102, 0.610
 40.994, 0.409, -0.122, 600.138, -1.284, 0.070, 0.074, 0.559
 36.506, 0.370, -0.160, 597.825, -1.360, 0.076, 0.047, 0.507
 32.114, 0.329, -0.198, 595.790, -1.440, 0.079, 0.014, 0.462
 27.876, 0.287, -0.238, 594.014, -1.521, 0.081, -0.002, 0.411
 23.830, 0.245, -0.277, 592.530, -1.603, 0.082, 0.032, 0.353
 19.966, 0.201, -0.314, 591.464, -1.684, 0.081, 0.113, 0.304
 20.303, 0.142, -0.334, 590.779, -1.762, 0.078, 0.216, 0.281
 21.792, 0.081, -0.344, 590.399, -1.834, 0.071, 0.382, 0.262
 23.239, 0.022, -0.349, 590.379, -1.896, 0.063, 0.625, 0.251
 24.643, -0.033, -0.348, 590.667, -1.950, 0.054, 0.684, 0.252
 26.011, -0.084, -0.342, 591.239, -1.995, 0.045, 0.602, 0.260
 27.356, -0.131, -0.332, 592.146, -2.031, 0.037, 0.537, 0.275
 28.662, -0.175, -0.318, 593.299, -2.061, 0.029, 0.484, 0.294
 29.910, -0.214, -0.303, 594.639, -2.084, 0.023, 0.440, 0.316
 31.096, -0.249, -0.285, 596.182, -2.101, 0.018, 0.393, 0.357
 32.187, -0.282, -0.267, 597.861, -2.115, 0.014, 0.368, 0.382
 33.157, -0.315, -0.247, 599.679, -2.128, 0.013, 0.396, 0.354
 34.023, -0.348, -0.226, 601.664, -2.140, 0.012, 0.426, 0.324
 34.796, -0.380, -0.204, 603.793, -2.149, 0.009, 0.458, 0.292
 35.547, -0.409, -0.181, 606.064, -2.154, 0.005, 0.491, 0.259
 36.293, -0.433, -0.156, 608.441, -2.153, -0.001, 0.526, 0.224
 37.032, -0.450, -0.132, 609.127, 0.996, -0.008, 0.561, 0.189
 37.749, -0.461, -0.108, 606.672, 1.010, -0.015, 0.596, 0.154
 38.469, -0.463, -0.084, 604.187, 1.033, -0.022, 0.630, 0.120
 39.172, -0.455, -0.060, 601.743, 1.064, -0.031, 0.649, 0.119
 39.833, -0.438, -0.038, 599.352, 1.103, -0.039, 0.623, 0.151
 40.424, -0.413, -0.018, 597.047, 1.150, -0.047, 0.586, 0.180
 40.914, -0.379, 0.002, 594.837, 1.204, -0.053, 0.546, 0.204
 41.254, -0.341, 0.020, 592.730, 1.260, -0.057, 0.519, 0.226
 41.431, -0.300, 0.036, 590.736, 1.318, -0.058, 0.495, 0.252
 41.447, -0.258, 0.050, 588.909, 1.375, -0.057, 0.477, 0.282
 41.324, -0.217, 0.063, 587.260, 1.429, -0.054, 0.510, 0.312
 41.012, -0.175, 0.073, 585.822, 1.481, -0.052, 0.516, 0.316
 40.502, -0.132, 0.081, 584.607, 1.532, -0.051, 0.506, 0.304
 39.791, -0.088, 0.086, 583.636, 1.582, -0.050, 0.502, 0.308
 38.928, -0.043, 0.088, 582.929, 1.630, -0.048, 0.521, 0.494
 37.897, 0.003, 0.087, 582.497, 1.675, -0.045, 0.541, 0.742
 36.676, 0.050, 0.082, 582.324, 1.718, -0.043, 0.560, 0.653
 35.256, 0.098, 0.075, 582.391, 1.759, -0.041, 0.573, 0.619
 33.636, 0.148, 0.065, 582.674, 1.799, -0.040, 0.539, 0.640
 31.871, 0.197, 0.051, 583.162, 1.836, -0.037, 0.467, 0.648
 30.021, 0.246, 0.034, 583.855, 1.868, -0.032, 0.398, 0.667
 28.187, 0.292, 0.013, 584.822, 1.893, -0.025, 0.332, 0.719
 26.410, 0.335, -0.014, 586.038, 1.910, -0.017, 0.244, 0.720
 24.706, 0.373, -0.044, 587.423, 1.917, -0.008, 0.141, 0.670
 23.806, 0.401, -0.075, 589.005, 1.916, 0.002, 0.060, 0.632
 25.496, 0.404, -0.090, 590.700, 1.904, 0.012, 0.036, 0.614
 27.211, 0.399, -0.105, 592.468, 1.883, 0.021, 0.024, 0.594
 28.943, 0.385, -0.120, 594.072, 0.577, 0.030, 0.022, 0.572
 30.654, 0.360, -0.133, 589.022, 0.544, 0.038, 0.035, 0.547
 32.367, 0.326, -0.145, 584.002, 0.503, 0.046, 0.058, 0.519
 34.109, 0.285, -0.155, 579.031, 0.457, 0.052, 0.093, 0.486
 35.962, 0.238, -0.162, 574.192, 0.408, 0.054, 0.134, 0.478
 37.915, 0.188, -0.167, 569.465, 0.357, 0.055, 0.183, 0.501
 39.903, 0.133, -0.168, 564.772, 0.305, 0.057, 0.227, 0.484
 41.864, 0.074, -0.166, 560.053, 0.252, 0.057, 0.354, 0.466
 43.756, 0.015, -0.160, 555.255, 0.202, 0.053, 0.595, 0.501
 45.523, -0.041, -0.152, 550.321, 0.157, 0.048, 0.626, 0.530
 47.143, -0.095, -0.141, 545.227, 0.116, 0.044, 0.601, 0.548
 48.609, -0.149, -0.128, 539.957, 0.077, 0.041, 0.559, 0.537
 49.956, -0.203, -0.111, 534.501, 0.042, 0.038, 0.557, 0.459
 51.201, -0.256, -0.092, 528.901, 0.009, 0.034, 0.558, 0.384
 52.401, -0.304, -0.071, 523.202, -0.018, 0.028, 0.608, 0.314
 53.695, -0.349, -0.047, 517.471, -0.038, 0.021, 0.660, 0.252
 55.087, -0.387, -0.021, 511.728, -0.050, 0.012, 0.706, 0.221
 56.543, -0.416, 0.006, 505.983, -0.052, 0.003, 0.735, 0.181
 58.072, -0.436, 0.033, 500.236, -0.046, -0.007, 0.672, 0.100
 59.634, -0.446, 0.059, 494.489, -0.030, -0.016, 0.613, 0.034
 61.223, -0.445, 0.085, 488.749, -0.005, -0.025, 0.585, -0.011
 62.844, -0.435, 0.109, 483.031, 0.028, -0.034, 0.579, -0.027
 64.493, -0.415, 0.131, 477.351, 0.070, -0.042, 0.560, -0.025
 66.142, -0.385, 0.152, 471.725, 0.121, -0.050, 0.534, -0.016
 67.816, -0.347, 0.170, 466.187, 0.178, -0.057, 0.513, 0.007
 69.536, -0.301, 0.187, 460.761, 0.240, -0.062, 0.473, 0.038
 71.288, -0.248, 0.201, 455.521, 0.308, -0.066, 0.457, 0.077
 73.106, -0.191, 0.212, 450.499, 0.377, -0.068, 0.474, 0.127
 75.015, -0.130, 0.220, 445.702, 0.448, -0.069, 0.468, 0.198
 76.941, -0.069, 0.226, 441.136, 0.517, -0.067, 0.469, 0.291
 78.820, -0.008, 0.229, 436.697, 0.583, -0.063, 0.478, 0.404
 80.589, 0.049, 0.230, 432.353, 0.644, -0.057, 0.493, 0.421
 82.220, 0.103, 0.228, 428.054, 0.701, -0.053, 0.508, 0.423
 83.683, 0.157, 0.225, 423.803, 0.756, -0.050, 0.491, 0.427
 85.003, 0.211, 0.220, 419.635, 0.809, -0.048, 0.443, 0.435
 86.220, 0.263, 0.212, 415.610, 0.860, -0.044, 0.373, 0.416
 87.417, 0.313, 0.202, 411.769, 0.906, -0.039, 0.302, 0.456
 88.644, 0.356, 0.190, 408.115, 0.945, -0.031, 0.273, 0.499
 89.946, 0.393, 0.177, 404.714, 0.976, -0.023, 0.254, 0.545
 91.354, 0.424, 0.162, 401.600, 1.000, -0.015, 0.232, 0.588
 92.828, 0.448, 0.145, 398.676, 1.016, -0.007, 0.208, 0.625
 94.337, 0.464, 0.128, 395.878, 1.024, 0.001, 0.184, 0.652
 95.889, 0.473, 0.111, 393.216, 1.025, 0.009, 0.159, 0.668
 97.459, 0.473, 0.093, 390.626, 1.017, 0.018, 0.134, 0.671
 99.004, 0.463, 0.077, 388.029, 1.000, 0.027, 0.110, 0.647
 100.527, 0.445, 0.060, 385.435, 0.975, 0.035, 0.135, 0.634
 102.026, 0.417, 0.045, 382.847, 0.942, 0.044, 0.166, 0.595
 103.474, 0.382, 0.030, 380.222, 0.901, 0.051, 0.203, 0.553
 104.812, 0.340, 0.016, 376.493, -0.145, 0.056, 0.263, 0.521
 106.016, 0.296, 0.004, 371.330, -0.202, 0.056, 0.325, 0.498
 107.062, 0.254, -0.007, 366.108, -0.256, 0.054, 0.368, 0.488
 107.930, 0.214, -0.017, 360.806, -0.309, 0.051, 0.404, 0.522
 108.581, 0.175, -0.026, 355.408, -0.359, 0.048, 0.439, 0.547
 109.006, 0.137, -0.034, 349.930, -0.408, 0.047, 0.475, 0.568
 109.196, 0.099, -0.040, 344.368, -0.457, 0.045, 0.503, 0.579
 109.139, 0.060, -0.045, 338.743, -0.505, 0.044, 0.530, 0.584
 108.833, 0.021, -0.048, 333.086, -0.553, 0.043, 0.608, 0.587
 108.292, -0.018, -0.049, 327.411, -0.601, 0.041, 0.670, 0.592
 107.544, -0.057, -0.049, 321.740, -0.648, 0.039, 0.672, 0.599
 106.600, -0.097, -0.047, 316.115, -0.695, 0.037, 0.676, 0.607
 105.466, -0.136, -0.042, 310.538, -0.740, 0.036, 0.676, 0.555
 104.177, -0.174, -0.036, 305.042, -0.785, 0.033, 0.679, 0.500
 102.820, -0.209, -0.028, 299.718, -0.824, 0.027, 0.688, 0.450
 101.437, -0.238, -0.018, 294.578, -0.858, 0.020, 0.704, 0.408
 100.041, -0.262, -0.007, 289.621, -0.885, 0.013, 0.731, 0.375
 98.657, -0.279, 0.006, 284.875, -0.904, 0.004, 0.750, 0.337
 97.290, -0.289, 0.021, 280.311, -0.916, -0.004, 0.722, 0.295
 95.939, -0.291, 0.036, 275.897, -0.919, -0.013, 0.669, 0.263
 94.604, -0.284, 0.053, 271.622, -0.915, -0.022, 0.621, 0.243
 93.299, -0.270, 0.069, 267.471, -0.902, -0.031, 0.576, 0.233
 92.039, -0.249, 0.086, 263.438, -0.882, -0.038, 0.550, 0.232
 90.840, -0.222, 0.103, 259.493, -0.858, -0.042, 0.546, 0.238
 89.697, -0.191, 0.118, 255.600, -0.830, -0.046, 0.548, 0.250
 88.578, -0.155, 0.133, 250.535, 0.716, -0.049, 0.552, 0.269
 87.508, -0.116, 0.146, 245.209, 0.780, -0.051, 0.551, 0.307
 86.504, -0.076, 0.157, 240.184, 0.844, -0.051, 0.547, 0.365
 85.483, -0.035, 0.165, 235.480, 0.908, -0.049, 0.550, 0.435
 84.388, 0.005, 0.172, 231.031, 0.970, -0.045, 0.559, 0.504
 83.184, 0.041, 0.176, 226.807, 1.028, -0.041, 0.571, 0.498
 81.822, 0.077, 0.179, 222.791, 1.085, -0.038, 0.580, 0.493
 80.314, 0.113, 0.180, 219.039, 1.141, -0.036, 0.565, 0.492
 78.645, 0.149, 0.178, 215.583, 1.196, -0.034, 0.524, 0.495
 76.898, 0.184, 0.174, 212.395, -0.579, -0.030, 0.487, 0.496
 75.109, 0.216, 0.168, 207.290, -0.571, -0.026, 0.441, 0.485
 73.334, 0.244, 0.160, 200.938, 0.381, -0.020, 0.400, 0.477
 71.632, 0.270, 0.150, 194.545, 0.395, -0.015, 0.364, 0.482
 70.005, 0.291, 0.138, 188.258, 0.403, -0.008, 0.333, 0.509
 68.440, 0.307, 0.124, 182.051, 0.405, -0.002, 0.310, 0.535
 66.940, 0.318, 0.108, 175.922, 0.400, 0.005, 0.294, 0.560
